name,orf,desc,introns,status,sgd,extra,chr_loc,start,stop,orf_start,orf_stop
MRPS28,YDR337W,Mitochondrial ribosomal protein of the small subunit,[],Verified ORF,S000002745,[],4,1146319,1147179,1146270,1147231
YDR338C,YDR338C,Putative protein of unknown function; member of the multi-drug and toxin extrusion (MATE) family of the multidrug/oligosaccharidyl-lipid/polysaccharide (MOP) exporter superfamily,[],Uncharacterized ORF,S000002746,reverse complement,4,1149466,1147379,1149525,1147245
FCF1,YDR339C,Putative PINc domain nuclease; required for early cleavages of 35S pre-rRNA and maturation of 18S rRNA; component of the SSU (small subunit) processome involved in 40S ribosomal subunit biogenesis; copurifies with Faf1p,[],Verified ORF,S000002747,reverse complement,4,1150520,1149951,1150541,1149862
YDR340W,YDR340W,Putative protein of unknown function,[],Dubious ORF,S000002748,[],4,1150881,1151183,,
YDR341C,YDR341C,"Arginyl-tRNA synthetase; the authentic, non-tagged protein is detected in highly purified mitochondria in high-throughput studies; YDR341C has a paralog, MSR1, that arose from the whole genome duplication",[],Verified ORF,S000002749,reverse complement,4,1153626,1151803,1153647,1151712
HXT7,YDR342C,"High-affinity glucose transporter; member of the major facilitator superfamily, nearly identical to Hxt6p, expressed at high basal levels relative to other HXTs, expression repressed by high glucose levels; HXT7 has a paralog, HXT4, that arose from the whole genome duplication",[],Verified ORF,S000002750,reverse complement,4,1155928,1154216,1156019,1154065
HXT6,YDR343C,"High-affinity glucose transporter; member of the major facilitator superfamily, nearly identical to Hxt7p, expressed at high basal levels relative to other HXTs, repression of expression by high glucose requires SNF3; HXT6 has a paralog, HXT1, that arose from the whole genome duplication",[],Verified ORF,S000002751,reverse complement,4,1161320,1159608,,
YDR344C,YDR344C,Putative protein of unknown function; conserved among S. cerevisiae strains,[],Uncharacterized ORF,S000002752,reverse complement,4,1162449,1162006,,
HXT3,YDR345C,"Low affinity glucose transporter of the major facilitator superfamily; expression is induced in low or high glucose conditions; HXT3 has a paralog, HXT5, that arose from the whole genome duplication",[],Verified ORF,S000002753,reverse complement,4,1164660,1162957,1164692,1162816
SVF1,YDR346C,Protein with a potential role in cell survival pathways; required for the diauxic growth shift; expression in mammalian cells increases survival under conditions inducing apoptosis; mutant has increased aneuploidy tolerance,[],Verified ORF,S000002754,reverse complement,4,1168659,1167214,1168816,1166922
MRP1,YDR347W,"Mitochondrial ribosomal protein of the small subunit; MRP1 exhibits genetic interactions with PET122, encoding a COX3-specific translational activator, and with PET123, encoding a small subunit mitochondrial ribosomal protein",[],Verified ORF,S000002755,[],4,1169178,1170143,1169114,1170260
PAL1,YDR348C,"Protein of unknown function thought to be involved in endocytosis; physically interacts with Ede1p and is found at endocytic sites at cell periphery during early stages of endocytosis; green fluorescent protein (GFP)-fusion protein localizes to bud neck; potential Cdc28p substrate; similar to S. pombe Pal1 protein; relocalizes from bud neck to cytoplasm upon DNA replication stress; PAL1 has a paralog, YHR097C, that arose from the whole genome duplication",[],Verified ORF,S000002756,reverse complement,4,1171825,1170326,1172024,1170152
YPS7,YDR349C,Putative GPI-anchored aspartic protease; member of the yapsin family of proteases involved in cell wall growth and maintenance; located in the cytoplasm and endoplasmic reticulum,[],Verified ORF,S000002757,reverse complement,4,1174176,1172386,1174276,1172264
ATP22,YDR350C,Specific translational activator for the mitochondrial ATP6 mRNA; Atp6p encodes a subunit of F1F0 ATP synthase; localized to the mitochondrial inner membrane,[],Verified ORF,S000002758,reverse complement,4,1178174,1176120,1178202,1176045
SBE2,YDR351W,"Protein required for bud growth; involved in transport of cell wall components from the Golgi to the cell surface; SBE2 has a paralog, SBE22, that arose from the whole genome duplication",[],Verified ORF,S000002759,[],4,1178666,1181260,1178444,1181404
YPQ2,YDR352W,"Putative vacuolar membrane transporter for cationic amino acids; likely contributes to amino acid homeostasis by exporting cationic amino acids from the vacuole; member of the PQ-loop family, with seven transmembrane domains; mutant phenotype is functionally complemented by rat PQLC2 vacuolar transporter",[],Verified ORF,S000002760,[],4,1181801,1182754,1181623,1182991
TRR1,YDR353W,"Cytoplasmic thioredoxin reductase; key regulatory enzyme that determines the redox state of the thioredoxin system, which acts as a disulfide reductase system and protects cells against both oxidative and reductive stress; protein abundance increases in response to DNA replication stress; TRR1 has a paralog, TRR2, that arose from the whole genome duplication",[],Verified ORF,S000002761,[],4,1183299,1184258,1183251,1184337
TRP4,YDR354W,Anthranilate phosphoribosyl transferase; transferase of the tryptophan biosynthetic pathway; catalyzes the phosphoribosylation of anthranilate; subject to the general control system of amino acid biosynthesis,[],Verified ORF,S000002762,[],4,1184747,1185889,1184671,1185958
YDR355C,YDR355C,"Dubious open reading frame; unlikely to encode a functional protein, based on available experimental and comparative sequence data; partially overlaps the verified essential ORF SPC110/YDR356W",[],Dubious ORF,S000002763,reverse complement,4,1186369,1186067,,
SPC110,YDR356W,"Inner plaque spindle pole body (SPB) component; ortholog of human kendrin; gamma-tubulin small complex (gamma-TuSC) receptor that interacts with Spc98p to recruit the complex to the nuclear side of the SPB, connecting nuclear microtubules to the SPB; promotes gamma-TuSC assembly and oligomerization to initiate microtubule nucleation; interacts with Tub4p-complex and calmodulin; phosphorylated by Mps1p in cell cycle-dependent manner",[],Verified ORF,S000002764,[],4,1186107,1188941,1186080,1189215
CNL1,YDR357C,Subunit of the BLOC-1 complex involved in endosomal maturation; interacts with Msb3p; null mutant is sensitive to drug inducing secretion of vacuolar cargo; green fluorescent protein (GFP)-fusion protein localizes to the cytoplasm,[],Verified ORF,S000002765,reverse complement,4,1189567,1189199,1189657,1189132
GGA1,YDR358W,"Golgi-localized protein with homology to gamma-adaptin; interacts with and regulates Arf1p and Arf2p in a GTP-dependent manner in order to facilitate traffic through the late Golgi; GGA1 has a paralog, GGA2, that arose from the whole genome duplication",[],Verified ORF,S000002766,[],4,1190059,1191732,1190007,1191910
EAF1,YDR359C,"Component of the NuA4 histone acetyltransferase complex; acts as a platform for assembly of NuA4 subunits into the native complex; required for initiation of pre-meiotic DNA replication, likely due to its requirement for expression of IME1",[],Verified ORF,S000002767,reverse complement,4,1194884,1191936,1195150,1191815
OPI7,YDR360W,"Dubious open reading frame; unlikely to encode a functional protein, based on available experimental and comparative sequence data; partially overlaps verified gene VID21/YDR359C",[],Dubious ORF,S000002768,[],4,1194598,1195032,,
BCP1,YDR361C,"Essential protein involved in nuclear export of Mss4p; Mss4p is a lipid kinase that generates phosphatidylinositol 4,5-biphosphate and plays a role in actin cytoskeleton organization and vesicular transport",[],Verified ORF,S000002769,reverse complement,4,1196263,1195412,1196295,1195161
TFC6,YDR362C,Subunit of RNA polymerase III transcription initiation factor complex; one of six subunits of RNA polymerase III transcription initiation factor complex (TFIIIC); part of TFIIIC TauB domain that binds BoxB promoter sites of tRNA and other genes; cooperates with Tfc3p in DNA binding; human homolog is TFIIIC-110,[],Verified ORF,S000002770,reverse complement,4,1198697,1196679,1198801,1196628
ESC2,YDR363W,"Sumo-like domain protein; prevents accumulation of toxic intermediates during replication-associated recombinational repair; roles in silencing, lifespan, chromatid cohesion and the intra-S-phase DNA damage checkpoint; RENi family member",[],Verified ORF,S000002771,[],4,1199183,1200553,1199007,1201372
CDC40,YDR364C,"Pre-mRNA splicing factor; important for catalytic step II of pre-mRNA splicing and plays a role in cell cycle progression, particularly at the G1/S phase transition; required for DNA synthesis during mitosis and meiosis; has WD repeats; thermosensitivity of the cdc40 null mutant is functionally complemented by a chimeric construct containing the N-terminal 156 amino acids of yeast Cdc40p fused to the C-terminal two thirds (297 amino acids) of human CDC40",[],Verified ORF,S000002772,reverse complement,4,1204210,1202843,1204233,1202440
ESF1,YDR365C,Nucleolar protein involved in pre-rRNA processing; depletion causes severely decreased 18S rRNA levels,[],Verified ORF,S000002773,reverse complement,4,1206383,1204497,1206447,1204410
YDR366C,YDR366C,Putative protein of unknown function,[],Uncharacterized ORF,S000002774,reverse complement,4,1212836,1212438,,
KEI1,YDR367W,Component of inositol phosphorylceramide (IPC) synthase; forms a complex with Aur1p and regulates its activity; required for IPC synthase complex localization to the Golgi; post-translationally processed by Kex2p; KEI1 is an essential gene,[1212877 1212979],Verified ORF,S000002775,intron sequence removed,4,1212848,1213614,1212802,1213654
YPR1,YDR368W,"NADPH-dependent aldo-keto reductase; reduces multiple substrates including 2-methylbutyraldehyde and D,L-glyceraldehyde, expression is induced by osmotic and oxidative stress; functionally redundant with other aldo-keto reductases; protein abundance increases in response to DNA replication stress; YPR1 has a paralog, GCY1, that arose from the whole genome duplication; human homolog AKR1B1 can complement yeast null mutant",[],Verified ORF,S000002776,[],4,1213904,1214842,1213853,1215004
XRS2,YDR369C,"Protein required for DNA repair; component of the Mre11 complex, which is involved in double strand breaks, meiotic recombination, telomere maintenance, and checkpoint signaling",[],Verified ORF,S000002777,reverse complement,4,1217580,1215016,1217612,1214910
DXO1,YDR370C,"mRNA 5'-end-capping quality-control protein; has distributive, 5'-3' exoRNase activity; similar to Rai1p;",[],Verified ORF,S000002778,reverse complement,4,1219110,1217782,1219120,1217730
CTS2,YDR371W,Putative chitinase; functionally complements A. gossypii cts2 mutant sporulation defect,[],Uncharacterized ORF,S000002779,[],4,1219413,1220948,1219353,1221076
VPS74,YDR372C,"Golgi phosphatidylinositol-4-kinase effector and PtdIns4P sensor; interacts with the cytosolic domains of cis and medial glycosyltransferases, and in the PtdIns4P-bound state mediates the targeting of these enzymes to the Golgi; interacts with the catalytic domain of Sac1p, the major cellular PtdIns4P phosphatase, to direct dephosphosphorylation of the Golgi pool of PtdIns4P; tetramerization required for function; ortholog of human GOLPH3/GPP34/GMx33",[],Verified ORF,S000002780,reverse complement,4,1222149,1221112,1222423,1220959
FRQ1,YDR373W,N-myristoylated calcium-binding protein; may have a role in intracellular signaling through its regulation of the phosphatidylinositol 4-kinase Pik1p; member of the recoverin/frequenin branch of the EF-hand superfamily; human NCS1 functionally complements the heat sensitivity of a frq1 ts mutant,[],Verified ORF,S000002781,[],4,1222759,1223331,1222685,1223381
PHO92,YDR374C,Posttranscriptional regulator of phosphate metabolism; facilitates PHO4 mRNA degradation by interacting with Pop2p; regulates PHO4 mRNA stability by binding to PHO4's 3'UTR in a phosphate-dependent manner; contains highly conserved YTH (YT521-B Homology) domain that exhibits RNA-binding activity; human homolog YTHDF2 can complement yeast null mutant,[],Verified ORF,S000002782,reverse complement,4,1224394,1223474,,
BCS1,YDR375C,"Protein translocase and chaperone required for Complex III assembly; member of the AAA ATPase family; forms a homo-oligomeric complex in the mitochondrial inner membrane that translocates the C-terminal domain of Rip1p from the matrix across the inner membrane and delivers it to an assembly intermediate of respiratory Complex III; also required for assembly of the Qcr10p subunit; mutation is functionally complemented by human homolog BCS1L, linked to neonatal diseases",[],Verified ORF,S000002783,reverse complement,4,1226536,1225166,1226557,1225108
ARH1,YDR376W,Oxidoreductase of the mitochondrial inner membrane; involved in cytoplasmic and mitochondrial iron homeostasis and required for activity of Fe-S cluster-containing enzymes; one of the few mitochondrial proteins essential for viability,[],Verified ORF,S000002784,[],4,1226822,1228303,1226759,1228375
ATP17,YDR377W,"Subunit f of the F0 sector of mitochondrial F1F0 ATP synthase; F1F0 ATP synthase is a large, evolutionarily conserved enzyme complex required for ATP synthesis",[],Verified ORF,S000002785,[],4,1228611,1228916,1228541,1229283
LSM6,YDR378C,"Lsm (Like Sm) protein; part of heteroheptameric complexes (Lsm2p-7p and either Lsm1p or 8p): cytoplasmic Lsm1p complex involved in mRNA decay; nuclear Lsm8p complex part of U6 snRNP and possibly involved in processing tRNA, snoRNA, and rRNA",[],Verified ORF,S000002786,reverse complement,4,1229609,1229349,1229627,1229140
RGA2,YDR379W,"GTPase-activating protein for polarity-establishment protein Cdc42p; implicated in control of septin organization, pheromone response, and haploid invasive growth; regulated by Pho85p and Cdc28p; RGA2 has a paralog, RGA1, that arose from the whole genome duplication",[],Verified ORF,S000002787,[],4,1230167,1233196,1230091,1233274
ARO10,YDR380W,"Phenylpyruvate decarboxylase; catalyzes decarboxylation of phenylpyruvate to phenylacetaldehyde, which is the first specific step in the Ehrlich pathway; involved in protein N-terminal Met and Ala catabolism",[],Verified ORF,S000002788,[],4,1234218,1236125,1234115,1236253
YRA1,YDR381W,"Nuclear polyadenylated RNA-binding protein; required for export of poly(A)+ mRNA from the nucleus; proposed to couple mRNA export with 3' end processing via its interactions with Mex67p and Pcf11p; interacts with DBP2; inhibits the helicase activity of Dbp2; functionally redundant with Yra2p, another REF family member",[1236842 1237609],Verified ORF,S000002789,intron sequence removed,4,1236558,1238004,1236475,1238196
RPP2B,YDR382W,"Ribosomal protein P2 beta; a component of the ribosomal stalk, which is involved in the interaction between translational elongation factors and the ribosome; free (non-ribosomal) P2 stimulates the phosphorylation of the eIF2 alpha subunit (Sui2p) by Gcn2p; regulates the accumulation of P1 (Rpp1Ap and Rpp1Bp) in the cytoplasm",[],Verified ORF,S000002790,[],4,1239492,1239824,1239411,1239975
NKP1,YDR383C,Central kinetochore protein and subunit of the Ctf19 complex; mutants have elevated rates of chromosome loss; orthologous to fission yeast kinetochore protein fta4,[],Verified ORF,S000002791,reverse complement,4,1240676,1239960,1240695,1239893
ATO3,YDR384C,"Plasma membrane protein, putative ammonium transporter; regulation pattern suggests a possible role in export of ammonia from the cell; phosphorylated in mitochondria; member of the TC 9.B.33 YaaH family of putative transporters",[],Verified ORF,S000002792,reverse complement,4,1242031,1241204,1242108,1241043
EFT2,YDR385W,"Elongation factor 2 (EF-2), also encoded by EFT1; catalyzes ribosomal translocation during protein synthesis; contains diphthamide, the unique posttranslationally modified histidine residue specifically ADP-ribosylated by diphtheria toxin; EFT2 has a paralog, EFT1, that arose from the whole genome duplication",[],Verified ORF,S000002793,[],4,1243230,1245758,1243194,1245920
MUS81,YDR386W,"Subunit of structure-specific Mms4p-Mus81p endonuclease; cleaves branched DNA; involved in DNA repair, replication fork stability, and joint molecule formation/resolution during meiotic recombination; promotes template switching during break-induced replication (BIR), causing non-reciprocal translocations (NRTs); helix-hairpin-helix protein; phosphorylation of non-catalytic subunit Mms4p by Cdc28p and Cdcp during mitotic cell cycle activates function of Mms4p-Mus81p",[],Verified ORF,S000002794,[],4,1246084,1247982,1246063,1248091
CIN10,YDR387C,"Putative transporter; member of the sugar porter family; non-essential gene; overexpression results in elevated colony sectoring, an indicator of chromosomal instability",[],Uncharacterized ORF,S000002795,reverse complement,4,1249821,1248154,1249967,1247971
RVS167,YDR388W,"Calmodulin-binding actin-associated protein; roles in endocytic membrane tabulation and constriction, and exocytosis; N-BAR domain protein that interacts with Rvs161p to regulate actin cytoskeleton, endocytosis, and viability following starvation or osmotic stress; recruited to bud tips by Gyl1p and Gyp5p during polarized growth; homolog of mammalian amphiphysin",[],Verified ORF,S000002796,[],4,1250186,1251634,1250135,1251755
SAC7,YDR389W,"GTPase activating protein (GAP) for Rho1p; regulator of a Tor2p-mediated, Rho1p GTPase switch that controls organization of the actin cytoskeleton; negative regulator of the RHO1-PKC1-MAPK cell integrity (CWI) and membrane fluidity homeostasis signaling pathways; potential Cdc28p substrate; SAC7 has a paralog, BAG7, that arose from the whole genome duplication",[],Verified ORF,S000002797,[],4,1252537,1254501,1252021,1254748
UBA2,YDR390C,"Subunit of heterodimeric nuclear SUMO activating enzyme E1 with Aos1p; activates Smt3p (SUMO) before its conjugation to proteins (sumoylation), which may play a role in protein targeting; essential for viability",[],Verified ORF,S000002798,reverse complement,4,1256847,1254937,1256876,1254885
YDR391C,YDR391C,Putative protein of unknown function; possibly involved in zinc homeostasis; Bdf1p-dependent transcription induced by salt stress; green fluorescent protein (GFP)-fusion protein localizes to both the cytoplasm and the nucleus,[],Uncharacterized ORF,S000002799,reverse complement,4,1258056,1257358,1258067,1257277
SPT3,YDR392W,"Subunit of the SAGA and SAGA-like transcriptional regulatory complexes; interacts with Spt15p to activate transcription of some RNA polymerase II-dependent genes, also functions to inhibit transcription at some promoters; relocalizes to the cytosol in response to hypoxia",[],Verified ORF,S000002800,[],4,1258696,1259709,1258653,1259839
SHE9,YDR393W,Protein required for normal mitochondrial morphology; mitochondrial inner membrane protein; may be involved in fission of the inner membrane; forms a homo-oligomeric complex,[],Verified ORF,S000002801,[],4,1259901,1261271,1259875,1261437
RPT3,YDR394W,ATPase of the 19S regulatory particle of the 26S proteasome; one of ATPases of the regulatory particle; involved in the degradation of ubiquitinated substrates; substrate of N-acetyltransferase B,[],Verified ORF,S000002802,[],4,1261681,1262967,1261588,1263054
SXM1,YDR395W,"Nuclear transport factor (karyopherin); involved in protein transport between the cytoplasm and nucleoplasm; similar to Nmd5p, Cse1p, Lph2p, and the human cellular apoptosis susceptibility protein, CAS1",[],Verified ORF,S000002803,[],4,1263324,1266158,1263208,1266255
YDR396W,YDR396W,Dubious open reading frame unlikely to encode a functional protein; extensively overlaps essential NCB2 gene encoding the beta subunit of the NC2 dimeric histone-fold complex,[],Dubious ORF,S000002804,[],4,1266295,1266795,,
NCB2,YDR397C,Subunit of a heterodimeric NC2 transcription regulator complex; complex binds to TBP and can repress transcription by preventing preinitiation complex assembly or stimulate activated transcription; homologous to human NC2beta; complex also includes Bur6p,[1266862 1266769],Verified ORF,S000002805,"reverse complement, intron sequence removed",4,1266898,1266366,1266962,1266268
UTP5,YDR398W,Subunit of U3-containing Small Subunit (SSU) processome complex; involved in production of 18S rRNA and assembly of small ribosomal subunit,[],Verified ORF,S000002806,[],4,1267471,1269402,1267414,1269508
HPT1,YDR399W,Dimeric hypoxanthine-guanine phosphoribosyltransferase; catalyzes the transfer of the phosphoribosyl portion of 5-phosphoribosyl-alpha-1-pyrophosphate to a purine base (either guanine or hypoxanthine) to form pyrophosphate and a purine nucleotide (either guanosine monophosphate or inosine monophosphate); mutations in the human homolog HPRT1 can cause Lesch-Nyhan syndrome and Kelley-Seegmiller syndrome,[],Verified ORF,S000002807,[],4,1270068,1270733,1269999,1270839
URH1,YDR400W,Uridine nucleosidase (uridine-cytidine N-ribohydrolase); cleaves N-glycosidic bonds in nucleosides; involved in the pyrimidine salvage and nicotinamide riboside salvage pathways,[],Verified ORF,S000002808,[],4,1271063,1272085,1271036,1272240
YDR401W,YDR401W,"Dubious open reading frame; unlikely to encode a functional protein, based on available experimental and comparative sequence data",[],Dubious ORF,S000002809,[],4,1272223,1272786,,
DIT2,YDR402C,"N-formyltyrosine oxidase; sporulation-specific microsomal enzyme involved in the production of N,N-bisformyl dityrosine required for spore wall maturation, homologous to cytochrome P-450s; SWAT-GFP and mCherry fusion proteins localize to the endoplasmic reticulum and vacuole respectively",[],Verified ORF,S000002810,reverse complement,4,1273703,1272234,,
DIT1,YDR403W,Sporulation-specific enzyme required for spore wall maturation; involved in the production of a soluble LL-dityrosine-containing precursor of the spore wall; transcripts accumulate at the time of prospore enclosure,[],Verified ORF,S000002811,[],4,1274602,1276212,1275389,1276317
RPB7,YDR404C,"RNA polymerase II subunit B16; forms dissociable heterodimer with Rpb4p; Rpb4/7 dissociates from RNAPII as Ser2 CTD phosphorylation increases; Rpb4/7 regulates cellular lifespan via mRNA decay process; involved in recruitment of 3'-end processing factors to transcribing RNA polymerase II complex, export of mRNA to cytoplasm under stress conditions; also involved in translation initiation",[],Verified ORF,S000002812,reverse complement,4,1277169,1276654,1277361,1276498
MRP20,YDR405W,Mitochondrial ribosomal protein of the large subunit,[],Verified ORF,S000002813,[],4,1277646,1278437,1277593,1278545
PDR15,YDR406W,"Plasma membrane ATP binding cassette (ABC) transporter; multidrug transporter and general stress response factor implicated in cellular detoxification; regulated by Pdr1p, Pdr3p and Pdr8p; promoter contains a PDR responsive element; PDR15 has a paralog, PDR5, that arose from the whole genome duplication",[],Verified ORF,S000002814,[],4,1279210,1283799,,
TRS120,YDR407C,"Component of transport protein particle (TRAPP) complex II; TRAPPII is a multimeric guanine nucleotide-exchange factor for the GTPase Ypt1p, regulating intra-Golgi and endosome-Golgi traffic",[],Verified ORF,S000002815,reverse complement,4,1287938,1284069,1288017,1284017
ADE8,YDR408C,Phosphoribosyl-glycinamide transformylase; catalyzes a step in the 'de novo' purine nucleotide biosynthetic pathway,[],Verified ORF,S000002816,reverse complement,4,1288859,1288215,1288905,1288043
SIZ1,YDR409W,"SUMO E3 ligase; promotes attachment of small ubiquitin-related modifier sumo (Smt3p) to primarily cytoplasmic proteins; regulates Rsp5p ubiquitin ligase activity and is in turn itself regulated by Rsp5p; required for sumoylation of septins and histone H3 variant Cse4p, a prerequisite for STUbL-mediated Ub-dependent degradation; localizes to the septin ring; acts as an adapter between E2, Ubc9p and substrates; tends to compensate for survival of DNA damage in absence of Nfi1p",[],Verified ORF,S000002817,[],4,1289406,1292120,1289381,1292365
STE14,YDR410C,"Farnesyl cysteine-carboxyl methyltransferase; mediates the carboxyl methylation step during C-terminal CAAX motif processing of a-factor and RAS proteins in the endoplasmic reticulum, localizes to the ER membrane",[],Verified ORF,S000002818,reverse complement,4,1293091,1292372,1293139,1292269
DFM1,YDR411C,"Endoplasmic reticulum (ER) localized protein; involved in ER-associated protein degradation (ERAD), ER stress, and homeostasis; interacts with components of ERAD-L and ERAD-C and Cdc48p; derlin-like family member similar to Der1p",[],Verified ORF,S000002819,reverse complement,4,1294394,1293369,1294444,1293305
RRP17,YDR412W,Component of the pre-60S pre-ribosomal particle; required for cell viability under standard (aerobic) conditions but not under anaerobic conditions; exonuclease required for 5' end processing of pre-60S ribosomal RNA,[],Verified ORF,S000002820,[],4,1294693,1295400,1294644,1295541
YDR413C,YDR413C,"Dubious open reading frame; unlikely to encode a functional protein, based on available experimental and comparative sequence data; overlaps the essential uncharacterized ORF YDR412W that is implicated in rRNA processing",[],Dubious ORF,S000002821,reverse complement,4,1295411,1294836,,
ERD1,YDR414C,"Predicted membrane protein required for lumenal ER protein retention; mutants secrete the endogenous ER protein, BiP (Kar2p)",[],Verified ORF,S000002822,reverse complement,4,1296686,1295598,1296883,1295460
YDR415C,YDR415C,"Putative aminopeptidase; SWAT-GFP fusion protein localizes to the endoplasmic reticulum and vacuole, while mCherry fusion localizes to the vacuole",[],Uncharacterized ORF,S000002823,reverse complement,4,1298161,1297037,1298215,1296943
SYF1,YDR416W,"Member of the NineTeen Complex (NTC); that contains Prp19p and stabilizes U6 snRNA in catalytic forms of the spliceosome containing U2, U5, and U6 snRNAs; null mutant has splicing defect and arrests in G2/M; relocalizes to the cytosol in response to hypoxia; homologs in human and C. elegans",[],Verified ORF,S000002824,[],4,1298432,1301011,1298361,1301043
YDR417C,YDR417C,"Dubious open reading frame; unlikely to encode a functional protein, based on available experimental and comparative sequence data; partially overlaps the verified ORF RPL12B/YDR418W",[],Dubious ORF,S000002825,reverse complement,4,1301926,1301555,,
RPL12B,YDR418W,"Ribosomal 60S subunit protein L12B; rpl12a rpl12b double mutant exhibits slow growth and slow translation; homologous to mammalian ribosomal protein L12 and bacterial L11; RPL12B has a paralog, RPL12A, that arose from the whole genome duplication",[],Verified ORF,S000002826,[],4,1301616,1302113,1301582,1302194
RAD30,YDR419W,DNA polymerase eta; involved in translesion synthesis during post-replication repair; catalyzes the synthesis of DNA opposite cyclobutane pyrimidine dimers and other lesions; involved in formation of post-replicative damage-induced genome-wide cohesion; may also have a role in protection against mitochondrial mutagenesis; mutations in human pol eta are responsible for XPV,[],Verified ORF,S000002827,[],4,1303174,1305072,1303169,1305407
HKR1,YDR420W,"Mucin family member that functions as an osmosensor in the HOG pathway; large, highly glycosylated protein that functions redundantly with Msb2p in Sho1p-mediated osmostresss induction of the HOG signaling pathway; cytoplasmic domain interacts with Ahk1p a scaffold protein that prevents cross talk with the Kss1p MAPK of the filamentous growth pathway; mutant displays defects in beta-1,3 glucan synthesis and bud site selection",[],Verified ORF,S000002828,[],4,1306267,1311675,1305893,1311757
ARO80,YDR421W,Zinc finger transcriptional activator of the Zn2Cys6 family; activates transcription of aromatic amino acid catabolic genes in the presence of aromatic amino acids,[],Verified ORF,S000002829,[],4,1312040,1314892,1311975,1314921
SIP1,YDR422C,Alternate beta-subunit of the Snf1p kinase complex; may confer substrate specificity; vacuolar protein containing KIS (Kinase-Interacting Sequence) and ASC (Association with Snf1 kinase Complex) domains involved in protein interactions,[],Verified ORF,S000002830,reverse complement,4,1317773,1315326,1317829,1315036
CAD1,YDR423C,"AP-1-like basic leucine zipper (bZIP) transcriptional activator; involved in stress responses, iron metabolism, and pleiotropic drug resistance; controls a set of genes involved in stabilizing proteins; binds consensus sequence TTACTAA; CAD1 has a paralog, YAP1, that arose from the whole genome duplication",[],Verified ORF,S000002831,reverse complement,4,1319275,1318046,1319241,1317993
DYN2,YDR424C,"Cytoplasmic light chain dynein, microtubule motor protein; required for intracellular transport and cell division; involved in mitotic spindle positioning; forms complex with dynein intermediate chain Pac11p that promotes Dyn1p homodimerization, potentiates motor processivity; Dyn2p-Pac11p complex important for interaction of dynein motor complex with dynactin complex; acts as molecular glue to dimerize, stabilize Nup82-Nsp1-Nup159 complex module of cytoplasmic pore filaments","[array([1319817, 1319720], dtype=int32)
 array([1319698, 1319617], dtype=int32)]",Verified ORF,S000002832,"reverse complement, intron sequence removed",4,1319841,1319387,1319867,1319338
SNX41,YDR425W,Sorting nexin; involved in the retrieval of late-Golgi SNAREs from the post-Golgi endosome to the trans-Golgi network; interacts with Snx4p,[],Verified ORF,S000002833,[],4,1320064,1321941,1319981,1321957
YDR426C,YDR426C,"Dubious open reading frame; unlikely to encode a functional protein, based on available experimental and comparative sequence data; partially overlaps the verified ORF SNX41",[],Dubious ORF,S000002834,reverse complement,4,1322006,1321629,,
RPN9,YDR427W,Non-ATPase regulatory subunit of the 26S proteasome; similar to putative proteasomal subunits in other species; null mutant is temperature sensitive and exhibits cell cycle and proteasome assembly defects; protein abundance increases in response to DNA replication stress; relocalizes to the cytosol in response to hypoxia,[],Verified ORF,S000002835,[],4,1322205,1323386,1322173,1323468
BNA7,YDR428C,Formylkynurenine formamidase; involved in the de novo biosynthesis of NAD from tryptophan via kynurenine,[],Verified ORF,S000002836,reverse complement,4,1324239,1323454,1324272,1323347
TIF35,YDR429C,eIF3g subunit of the eukaryotic translation initiation factor 3 (eIF3); subunit of the core complex of eIF3; is essential for translation; stimulates resumption of ribosomal scanning during translation reinitiation; eIF3 is also involved in programmed stop codon readthrough,[],Verified ORF,S000002837,reverse complement,4,1325301,1324477,1325319,1324360
CYM1,YDR430C,Lysine-specific metalloprotease of the pitrilysin family; metalloprotease of the intermembrane space; degrades proteins and presequence peptides cleaved from imported proteins; required for normal mitochondrial morphology,[],Verified ORF,S000002838,reverse complement,4,1328470,1325501,1328552,1325444
YDR431W,YDR431W,"Dubious open reading frame; unlikely to encode a functional protein, based on available experimental and comparative sequence data",[],Dubious ORF,S000002839,[],4,1328390,1328701,,
NPL3,YDR432W,"RNA-binding protein; promotes elongation, regulates termination, and carries poly(A) mRNA from nucleus to cytoplasm; represses translation initiation by binding eIF4G; required for pre-mRNA splicing; interacts with E3 ubiquitin ligase Bre1p, linking histone ubiquitination to mRNA processing; may have role in telomere maintenance; dissociation from mRNAs promoted by Mtr10p; phosphorylated by Sky1p in cytoplasm; protein abundance increases in response to DNA replication stress",[],Verified ORF,S000002840,[],4,1328783,1330027,1328755,1330277
YDR433W,YDR433W,"Dubious open reading frame; unlikely to encode a functional protein, based on available experimental and comparative sequence data",[],Dubious ORF,S000002841,[],4,1329600,1330040,1328755,1330277
GPI17,YDR434W,Transmembrane protein; subunit of the glycosylphosphatidylinositol transamidase complex that adds GPIs to newly synthesized proteins; human PIG-S homolog,[],Verified ORF,S000002842,[],4,1331237,1332841,1331141,1332956
PPM1,YDR435C,"Carboxyl methyltransferase; methylates the C terminus of the protein phosphatase 2A catalytic subunit (Pph21p or Pph22p), which is important for complex formation with regulatory subunits; required for methionine to inhibit autophagy and promote growth",[],Verified ORF,S000002843,reverse complement,4,1333969,1332983,1333981,1332824
